case_id,config_id,split_id,seed_id,depth_group,operator,method,true_zbottom_mm,true_ztop_mm,true_thickness_mm,d_out_mm,source_label
eval_000,shallow_0231,train,20260532,shallow,PIEZO,unet_3d,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260533,shallow,PIEZO,unet_3d,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260531,shallow,PIEZO,kernel_gp,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260532,shallow,PIEZO,kernel_gp,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260533,shallow,PIEZO,kernel_gp,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260531,shallow,PIEZO,vanilla_3d_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260532,shallow,PIEZO,vanilla_3d_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260533,shallow,PIEZO,vanilla_3d_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260531,shallow,PIEZO,eapp_only_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260532,shallow,PIEZO,eapp_only_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260533,shallow,PIEZO,eapp_only_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260531,shallow,PIEZO,dps_inverse_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260532,shallow,PIEZO,dps_inverse_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260533,shallow,PIEZO,dps_inverse_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260531,shallow,PIEZO,op_conditioned_diffusion_ours,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260532,shallow,PIEZO,op_conditioned_diffusion_ours,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260533,shallow,PIEZO,op_conditioned_diffusion_ours,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260531,shallow,US,direct_scalar_regression,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260532,shallow,US,direct_scalar_regression,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260533,shallow,US,direct_scalar_regression,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260531,shallow,US,unet_3d,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260532,shallow,US,unet_3d,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260533,shallow,US,unet_3d,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260531,shallow,US,kernel_gp,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260532,shallow,US,kernel_gp,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260533,shallow,US,kernel_gp,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260531,shallow,US,vanilla_3d_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260532,shallow,US,vanilla_3d_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260533,shallow,US,vanilla_3d_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260531,shallow,US,eapp_only_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260532,shallow,US,eapp_only_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260533,shallow,US,eapp_only_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260531,shallow,US,dps_inverse_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260532,shallow,US,dps_inverse_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260533,shallow,US,dps_inverse_diffusion,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260531,shallow,US,op_conditioned_diffusion_ours,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260532,shallow,US,op_conditioned_diffusion_ours,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_000,shallow_0231,train,20260533,shallow,US,op_conditioned_diffusion_ours,1.7854338796675808,0.15,1.635433879667581,0.0,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,MMP,direct_scalar_regression,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,MMP,direct_scalar_regression,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,MMP,direct_scalar_regression,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,MMP,unet_3d,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,MMP,unet_3d,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,MMP,unet_3d,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,MMP,kernel_gp,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,MMP,kernel_gp,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,MMP,kernel_gp,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,MMP,vanilla_3d_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,MMP,vanilla_3d_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,MMP,vanilla_3d_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,MMP,eapp_only_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,MMP,eapp_only_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,MMP,eapp_only_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,MMP,dps_inverse_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,MMP,dps_inverse_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,MMP,dps_inverse_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,MMP,op_conditioned_diffusion_ours,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,MMP,op_conditioned_diffusion_ours,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,MMP,op_conditioned_diffusion_ours,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,PIEZO,direct_scalar_regression,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,PIEZO,direct_scalar_regression,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,PIEZO,direct_scalar_regression,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,PIEZO,unet_3d,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,PIEZO,unet_3d,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,PIEZO,unet_3d,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,PIEZO,kernel_gp,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,PIEZO,kernel_gp,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,PIEZO,kernel_gp,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,PIEZO,vanilla_3d_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,PIEZO,vanilla_3d_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,PIEZO,vanilla_3d_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,PIEZO,eapp_only_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,PIEZO,eapp_only_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,PIEZO,eapp_only_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,PIEZO,dps_inverse_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,PIEZO,dps_inverse_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,PIEZO,dps_inverse_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,PIEZO,op_conditioned_diffusion_ours,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,PIEZO,op_conditioned_diffusion_ours,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,PIEZO,op_conditioned_diffusion_ours,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,US,direct_scalar_regression,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,US,direct_scalar_regression,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,US,direct_scalar_regression,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,US,unet_3d,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,US,unet_3d,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,US,unet_3d,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,US,kernel_gp,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,US,kernel_gp,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,US,kernel_gp,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,US,vanilla_3d_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,US,vanilla_3d_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,US,vanilla_3d_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,US,eapp_only_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,US,eapp_only_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,US,eapp_only_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,US,dps_inverse_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,US,dps_inverse_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,US,dps_inverse_diffusion,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260531,ood_deep,US,op_conditioned_diffusion_ours,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260532,ood_deep,US,op_conditioned_diffusion_ours,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_001,ood_deep_1400,train,20260533,ood_deep,US,op_conditioned_diffusion_ours,13.061700875614516,9.556719795807368,3.5049810798071483,2.061700875614516,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260531,ood_deep,MMP,direct_scalar_regression,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260532,ood_deep,MMP,direct_scalar_regression,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260533,ood_deep,MMP,direct_scalar_regression,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260531,ood_deep,MMP,unet_3d,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260532,ood_deep,MMP,unet_3d,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260533,ood_deep,MMP,unet_3d,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260531,ood_deep,MMP,kernel_gp,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260532,ood_deep,MMP,kernel_gp,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260533,ood_deep,MMP,kernel_gp,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260531,ood_deep,MMP,vanilla_3d_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260532,ood_deep,MMP,vanilla_3d_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260533,ood_deep,MMP,vanilla_3d_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260531,ood_deep,MMP,eapp_only_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260532,ood_deep,MMP,eapp_only_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260533,ood_deep,MMP,eapp_only_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260531,ood_deep,MMP,dps_inverse_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260532,ood_deep,MMP,dps_inverse_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260533,ood_deep,MMP,dps_inverse_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260531,ood_deep,MMP,op_conditioned_diffusion_ours,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260532,ood_deep,MMP,op_conditioned_diffusion_ours,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260533,ood_deep,MMP,op_conditioned_diffusion_ours,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260531,ood_deep,PIEZO,direct_scalar_regression,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260532,ood_deep,PIEZO,direct_scalar_regression,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260533,ood_deep,PIEZO,direct_scalar_regression,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260531,ood_deep,PIEZO,unet_3d,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260532,ood_deep,PIEZO,unet_3d,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260533,ood_deep,PIEZO,unet_3d,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260531,ood_deep,PIEZO,kernel_gp,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260532,ood_deep,PIEZO,kernel_gp,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260533,ood_deep,PIEZO,kernel_gp,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260531,ood_deep,PIEZO,vanilla_3d_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260532,ood_deep,PIEZO,vanilla_3d_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260533,ood_deep,PIEZO,vanilla_3d_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260531,ood_deep,PIEZO,eapp_only_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260532,ood_deep,PIEZO,eapp_only_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260533,ood_deep,PIEZO,eapp_only_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260531,ood_deep,PIEZO,dps_inverse_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
eval_002,ood_deep_1217,train,20260532,ood_deep,PIEZO,dps_inverse_diffusion,12.228792470946583,9.619153638475709,2.6096388324708766,1.2287924709465834,SIMULATED_BENCHMARK
