decoupled_id,geometry_id,source_geometry_type,area_frac,perimeter_norm,equivalent_diameter_norm,aspect_ratio,eccentricity,solidity,compactness,extent,convexity,major_axis_norm,minor_axis_norm,boundary_curvature_mean,boundary_curvature_std,fractal_dimension,asymmetry_score,number_of_components,E_bg,contrast,E_lesion,z_top,z_bottom,thickness,heterogeneity
decoupled_0013,midas_lesion_357,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,4.800704968752378,1.5361584783766813,7.3746436399340265,1.9061259810698852,4.810901889182029,2.9047759081121436,0.3106501857660482
decoupled_0014,isic2018_lesion_ISIC_0035553,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,3.331569544278797,1.3259045343167866,4.417343165150967,4.531193336004465,7.985401507394009,3.454208171389544,0.10667166975746653
decoupled_0015,isic2018_lesion_ISIC_0035001,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,6.472071671989589,3.6622557064964387,23.70238141359782,1.6060874630502506,5.0403793592865,3.434291896236249,0.062461947322298324
decoupled_0016,isic2018_lesion_ISIC_0034669,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,8.376796612001353,1.168319180769353,9.786772155204913,3.6977218754070225,4.454611431465699,0.7568895560586761,0.3396664590551998
decoupled_0017,ph2_lesion_IMD433,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,9.929715443316985,3.3982198363535248,33.74335598882571,6.61592005473445,9.065195629646722,2.4492755749122717,0.14695450766343557
decoupled_0018,isic2018_lesion_ISIC_0034970,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,9.59542959881818,7.825806656131186,75.09197682286951,0.5730718373627157,2.5525476900937654,1.9794758527310496,0.0068179524289282804
decoupled_0019,isic2018_lesion_ISIC_0035376,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,7.538951834927553,7.194973484094533,54.24255855016957,1.1339464722336923,2.4503924163012276,1.3164459440675353,0.24390333462911087
decoupled_0020,ph2_lesion_IMD430,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,8.21835458697541,1.7542678930592683,14.417195585707326,4.246719545695085,4.886221674757515,0.6395021290624294,0.08817135464852602
decoupled_0021,ph2_lesion_IMD370,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,3.163465968649489,1.4287289765016036,4.5197354955862385,2.8849260421383374,5.218307496717159,2.333381454578822,0.3236394384662662
decoupled_0022,midas_lesion_277,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,3.638412087997632,1.3564760688315545,4.9354189259162355,7.209164911095905,9.034194420838716,1.8250295097428113,0.2548852799082701
decoupled_0023,midas_lesion_275,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,8.055589057204298,1.245761204408757,10.035340326124828,1.9993523824832242,6.897322773986952,4.897970391503728,0.04991592181725548
decoupled_0024,isic2018_lesion_ISIC_0035421,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,3.4802188618262897,3.2507481665192537,11.313315084167535,6.183389938586279,11.351690219964112,5.168300281377833,0.014847123548389584
decoupled_0025,isic2018_lesion_ISIC_0035128,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,9.743500169461626,1.1345332873693466,11.054325277743084,6.456929368721856,7.7909414696991,1.3340121009772439,0.2500768052115313
decoupled_0026,isic2018_lesion_ISIC_0035119,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,7.254889805084013,8.836189427851554,64.10558059591138,6.651777421401853,7.359375672102978,0.7075982507011247,0.1844220122908351
decoupled_0027,midas_lesion_259,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,4.482790969478123,2.6345192112643137,11.809998929172293,4.4396956521442155,7.852277418064314,3.4125817659200983,0.23419518999889613
decoupled_0028,isic2018_lesion_ISIC_0035691,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,7.425781851242319,1.8534258865907793,13.763136311268514,3.9987069493680885,6.912549710959647,2.9138427615915585,0.1822818688245589
decoupled_0029,midas_lesion_277,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,5.20715938673051,1.6245376679290564,8.459226566654078,5.405242123648724,6.390585218658047,0.9853430950093234,0.29919860302847634
decoupled_0030,isic2018_lesion_ISIC_0035210,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,3.083648210381325,2.9431879682196183,9.075756311016274,0.8178542755418454,2.1425898762418285,1.324735600699983,0.20599342284488673
decoupled_0031,midas_lesion_140,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,5.528401716372016,7.482127673605542,41.364207472875435,7.335833324447979,11.044603216538325,3.7087698920903467,0.14953570407583847
decoupled_0032,isic2018_lesion_ISIC_0034748,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,8.31017139569244,2.729370447218388,22.681536218722528,1.983357248202663,5.927741837769246,3.9443845895665834,0.32418609746593646
decoupled_0033,isic2018_lesion_ISIC_0035691,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,8.960412935768863,2.7026253838041785,24.21663944957625,7.710637692387888,11.126623833058192,3.415986140670304,0.07785132562423856
decoupled_0034,isic2018_lesion_ISIC_0035287,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,3.4013661056278313,1.4305775159585357,4.865917874254621,4.739789044621249,6.0094877105892905,1.2696986659680416,0.12557616744969913
decoupled_0035,isic2018_lesion_ISIC_0034906,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,5.763703728682846,1.3530457844259494,7.798555032774451,1.5903551201251998,5.656053707241471,4.065698587116271,0.13383723664785435
decoupled_0036,isic2018_lesion_ISIC_0034970,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,9.102898411812886,1.9232389192742798,17.507048503798572,4.954582135576051,8.838731497313297,3.8841493617372462,0.16822733649888857
decoupled_0037,isic2018_lesion_ISIC_0034748,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,8.474526772934452,3.5425887260169624,30.0217630041265,1.1291658187948825,2.8396313840706195,1.710465565275737,0.22244656881370736
decoupled_0038,isic2018_lesion_ISIC_0034970,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,9.377580256986118,4.4051266882895455,41.30942906162668,1.3770629102812422,4.712002537549185,3.334939627267943,0.28426233336127804
decoupled_0039,ph2_lesion_IMD057,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,9.213056496772905,10.702029519587114,98.59840259408747,6.9536386441700095,8.70160420302322,1.7479655588532097,0.14171015690448885
decoupled_0040,midas_lesion_415,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,4.574875652457289,1.527963802359512,6.990244397250592,7.19786844747968,12.66425196821467,5.46638352073499,0.10271249809525106
decoupled_0041,isic2018_lesion_ISIC_0035128,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,3.0233277567854815,1.2512779212081027,3.7830232706412934,7.076431229107798,11.065311486819908,3.9888802577121103,0.1891349909362984
decoupled_0042,benign_nevi_BCN_0000002637,clinical_mask,0.15252685546875,1.30859375,0.4406849487070295,1.417669542590093,0.7088263668179722,0.9852158486102898,1.1192999836144735,0.7212121212121212,1.0150060024009604,0.5266806701684116,0.3715115930375157,3.3506702010670235,0.12587200220725414,1.7585747731755839,0.284992784992785,1.0,7.7991141041672964,5.32700416123168,41.545913286819875,4.834475267105995,9.293461597146997,4.458986330041002,0.22003777183623802
decoupled_0043,isic2018_lesion_ISIC_0035643,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,7.5566604961730235,1.3533280061392154,10.226640282356813,6.4745671099377144,9.938542873120799,3.4639757631830843,0.20391682435430808
decoupled_0044,ph2_lesion_IMD078,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,4.874849968984025,1.849536173414373,9.016211357603888,6.147183563480025,6.776452810917338,0.6292692474373123,0.1166999762806979
decoupled_0045,midas_lesion_626,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,4.222299402013379,2.138238972475158,9.02828513484356,4.124226204748102,9.040965685852683,4.916739481104581,0.34092667765736545
decoupled_0046,isic2018_lesion_ISIC_0035643,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,8.202478586133656,1.6306385234611898,13.375277570415014,7.357690984775217,11.771164723084082,4.413473738308865,0.27749655810565094
decoupled_0047,isic2018_lesion_ISIC_0035368,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,3.5466169691470775,3.39918511919498,12.055607625009147,6.418915443389663,9.843804717088375,3.424889273698712,0.29973648238476475
decoupled_0048,midas_lesion_218,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,6.0170685061102525,6.2271732428782425,37.46932800181512,2.406348893542734,2.97129804431209,0.564949150769356,0.11270901617410113
decoupled_0049,isic2018_lesion_ISIC_0034982,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,5.915985264413322,2.7457487137628833,16.243808930403052,6.9045969898290585,11.85819904948302,4.953602059653961,0.14964007929609957
decoupled_0050,midas_lesion_138,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,3.834905657495062,7.7486303595879775,29.715266403821932,6.425233804228799,11.577282547662726,5.1520487434339275,0.12305755506244997
decoupled_0051,midas_lesion_140,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,9.002687586711282,1.6323948435944766,14.6959407950395,3.041765649899548,8.199360975292384,5.157595325392837,0.2943671502283698
decoupled_0052,midas_lesion_626,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,3.4651334332094494,2.693315889022975,9.332698933247741,6.701112083655244,7.999717396724323,1.2986053130690793,0.17842908884916886
decoupled_0053,isic2018_lesion_ISIC_0035643,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,3.455898898753601,3.8745812191892557,13.390160968527532,2.922329905951551,3.9980228853956215,1.0756929794440704,0.29606480076691066
decoupled_0054,midas_lesion_619,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,6.562239126660849,11.549935278626682,75.79343719580449,4.308963439137487,7.203236424248939,2.894272985111452,0.26021683045683675
decoupled_0055,isic2018_lesion_ISIC_0034579,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,8.995713143889187,2.979268676962408,26.800646396528084,1.4550818143474404,3.9554032449479335,2.500321430600493,0.23957325183884923
decoupled_0056,ph2_lesion_IMD278,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,4.293045391502385,5.817863036404637,24.976350096829,6.195162947620655,9.660900364247558,3.4657374166269035,0.20058901835859588
decoupled_0057,ph2_lesion_IMD398,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,3.8985526096445775,1.664478244409147,6.489056003437905,4.187905404603209,5.741287533221525,1.553382128618316,0.08318874265371726
decoupled_0058,isic2018_lesion_ISIC_0035029,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,7.982240402871995,1.3441471409411196,10.729305615825083,3.3059616417732576,7.225185080260719,3.919223438487461,0.05925336029044015
decoupled_0059,isic2018_lesion_ISIC_0035443,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,7.606959480050773,7.298401941917922,55.51864784129351,3.6810772323255794,4.493343055721001,0.8122658233954212,0.08584955147753898
decoupled_0060,midas_lesion_805,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,5.1660294559884745,5.269232311086238,27.22100932951773,2.5041609501099655,7.0723652901197225,4.568204340009757,0.1863501079334086
decoupled_0061,midas_lesion_289,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,8.162893951683772,9.458292422174221,77.2070380062224,5.972219332127263,11.010320732346669,5.038101400219405,0.0608518341616091
decoupled_0062,isic2018_lesion_ISIC_0035643,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,7.608719495459929,7.262368907359606,55.25732788864905,4.70957428772503,9.724449846879736,5.014875559154706,0.0011319728847502596
decoupled_0063,isic2018_lesion_ISIC_0034579,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,8.235812333111266,1.6414424788759856,13.51861221161957,5.94153012248,8.172220103722664,2.230689981242664,0.2840060932723974
decoupled_0064,ph2_lesion_IMD278,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,8.380953698601616,2.397673111984524,20.09478733592434,3.913782510773117,5.684796738458029,1.7710142276849123,0.24362177127002138
decoupled_0065,isic2018_lesion_ISIC_0034669,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,4.268782080184929,1.4302517289892651,6.105432950862886,5.73207328920376,9.996794074682125,4.264720785478365,0.15782343162806498
decoupled_0066,isic2018_lesion_ISIC_0036062,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,3.436382442387565,1.8335591923362682,6.300810615622676,6.737161831533508,7.902757191055608,1.1655953595220998,0.11504415456510492
decoupled_0067,isic2018_lesion_ISIC_0034669,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,4.26855494920904,2.4463459967446455,10.442362311882079,5.495857340630528,7.04867327520031,1.5528159345697814,0.16488013656693615
decoupled_0068,midas_lesion_626,clinical_mask,0.755859375,2.75,0.9810148044289672,1.0,0.0,1.0,1.2559879720446798,0.8054110301768991,1.0,0.9811673238788051,0.9811673238788051,3.1630946806341935,0.008801874241551873,1.9085559336533833,0.0,1.0,5.299482747016471,1.2744776629435541,6.7540723862272385,5.858682633941637,6.674507918884645,0.8158252849430081,0.015648358591214023
