case_id,config_id,z_top_mm,z_bottom_mm,thickness_mm,radius_mm,contrast_x,log10_contrast_x,boundary_irregularity,heterogeneous_core,rim_stiffness,multifocality,layer_modulus_variation_x,log_layer_modulus_variation,contact_pressure_kpa,lateral_psf_mm,readout_noise_rel,calibration_shift_rel,depth_group
dr_0030,shallow_0030,0.15,1.465450185079872,1.315450185079872,2.701643478566697,1.389421443367093,0.14283399718994033,0.11435615314947646,0.3176683031559408,0,0,0.7883485412022204,-0.2378149757446782,9.217782153218312,1.7924855123642878,0.05385570477163154,0.01200639145571464,shallow
dr_0031,shallow_0031,0.15,2.2431507616769926,2.0931507616769927,1.5175095050598264,5.0603481357306555,0.7041803959358162,0.3190019632346321,0.31341939008522257,0,0,1.0330745152490453,0.03253932233653651,14.080723410854402,1.0704812579072065,0.011209153719756212,-0.04752804723376763,shallow
dr_0032,shallow_0032,0.15,1.9321807316630983,1.7821807316630984,2.2692783803021364,2.0958072612533067,0.3213513407053155,0.3115991162930514,0.1780776602798876,0,0,1.108822088212258,0.10329827008143562,13.74072235159867,1.4286802663620684,0.029314056690412087,-0.046572302546291744,shallow
dr_0033,shallow_0033,0.15,1.6220458880618531,1.4720458880618532,3.0110393331667664,2.648682573925664,0.4230299142607159,0.16895100143365546,0.023696911985006886,1,0,1.0391388342048278,0.03839232610163185,9.453873820975236,1.5376967769905274,0.024882278248552547,0.011275374720917832,shallow
dr_0034,shallow_0034,0.15,2.335275252736885,2.185275252736885,2.671431024386123,2.19935265844097,0.34229487253273755,0.5147329416043497,0.30145387457341977,0,0,0.9704842964889118,-0.029960057350029996,11.149250392192833,1.4922585596916642,0.05368652712830023,-0.03320878916363213,shallow
dr_0035,shallow_0035,0.15,2.1676555339733,2.0176555339733,2.220949836828663,2.199047038958188,0.3422345192841565,0.15980496438410455,0.6230285492506216,0,0,1.1852315357575434,0.16993814432611515,10.222543940641486,0.9603491655022557,0.05448959429358796,-0.05102112284132098,shallow
dr_0036,shallow_0036,0.15,2.699734211349007,2.549734211349007,2.4916357962859417,7.596851406682317,0.8806336317499419,0.06925016026494377,0.2501400375715198,0,1,0.9696350469735295,-0.03083551851429802,7.450371022465735,1.0637107548554283,0.051793270631006465,-0.03808937990445066,shallow
dr_0037,shallow_0037,0.15,2.0273073114570277,1.8773073114570278,2.124719164153649,2.2386688396661776,0.34998985430139884,0.02795960981267298,0.5668964262679971,0,0,1.0301240618708885,0.02967924340655444,10.841114464988078,1.6011009989366352,0.01715701877586288,-0.10822684776644821,shallow
dr_0038,shallow_0038,0.15,1.960023320231405,1.810023320231405,1.990810402301944,4.211307824227975,0.6244169871997961,0.02275759868053551,0.18731447485826513,0,0,1.0239705676987214,0.023687783722525682,12.881894975128802,1.1633666295435163,0.027273910914796484,-0.10400359957791333,shallow
dr_0039,shallow_0039,0.43633258799610086,2.308867181710779,1.8725345937146782,3.493450075035017,1.644564214018894,0.2160508357083682,0.436584238215313,0.1091239324431143,1,0,0.9088719320650299,-0.09555108354776871,7.3257555485351205,2.194957639614526,0.0369885411196765,0.0010703369186982558,shallow
dr_0040,shallow_0040,0.15,1.6379552051207038,1.487955205120704,2.6569633610188754,6.207527322512354,0.792918639783627,0.19943939546171152,0.2675755344362768,0,0,0.8392320753173024,-0.1752680013276738,15.03728203325871,1.1799731933300255,0.0380241761712287,0.019395440812568335,shallow
dr_0041,shallow_0041,0.15,2.7468487654305256,2.5968487654305257,3.101786785720498,3.379922202244332,0.5289067039685311,0.4201528859706239,0.10540939219291977,0,0,0.9111556431678498,-0.09304154761279639,6.591173642428546,0.6024674260722559,0.036299482361318004,0.07254590650008058,shallow
dr_0042,shallow_0042,0.15,1.8536671379796559,1.703667137979656,1.7339984811267453,3.2262534890801327,0.5086984872264481,0.10530449822340887,0.41834381758077466,1,0,1.1381244774145303,0.12938171233611998,11.81968735378057,1.2165716664997883,0.029412898224940497,-0.08950895758092722,shallow
dr_0043,shallow_0043,0.15,2.6857331918648564,2.5357331918648565,2.9088265862089773,1.5838548794106448,0.19971538687568863,0.4118723294924535,0.09649445282877653,0,0,0.6352153992588495,-0.4537911261773769,12.323033866009535,1.3309823071963143,0.04432829256409597,-0.06542673927609216,shallow
dr_0044,shallow_0044,0.15,1.9350437739427475,1.7850437739427476,3.200746307754669,11.482669889930753,1.0600428796692023,0.1280333166475153,0.17682304815060979,0,0,0.8948897069229608,-0.11105480078934067,6.632464919735579,0.6190836928916192,0.035113607028875754,-0.010023236291899471,shallow
dr_0045,shallow_0045,0.15,1.2107803777699935,1.0607803777699936,1.6470446976879138,8.984271996892442,0.9534828916239861,0.26741972747129006,0.07791534101255401,0,0,1.0005273995433064,0.0005272605170466723,4.8069495884987035,1.3455194709120626,0.04306368659160932,-0.0166456390361858,shallow
dr_0046,shallow_0046,0.15,1.2847663098511273,1.1347663098511274,2.064333053138587,3.7409792806450515,0.5729853028717038,0.10400594522619543,0.10957846193107196,0,0,1.0026136035151363,0.0026101939929366012,9.941090268085901,1.0264346198024654,0.04677818580498083,-0.022552272467630103,shallow
dr_0047,shallow_0047,0.15,1.8683196226046404,1.7183196226046404,2.888535707006518,4.780683378477972,0.6794899816097684,0.3265702566261915,0.2362044539868478,0,0,0.9128912967872002,-0.0911384670448916,10.974322019364216,0.8498132444161365,0.028472952641051937,-0.04332282334646742,shallow
dr_0048,shallow_0048,0.15,1.9072595571225366,1.7572595571225367,2.6401935442951725,3.2557553944774735,0.5126517688157055,0.012996103226985052,0.48771572929957735,0,0,1.1905607511771539,0.17442441561100583,11.62797495532529,0.9946952117778015,0.018069340653288208,0.026434876985680908,shallow
dr_0049,shallow_0049,0.9309724156401442,2.3572785289882665,1.4263061133481223,1.224766266880982,10.152753982428802,1.0065838626572865,0.14396290392969704,0.239293202860905,0,0,0.9519254274730783,-0.04926857974518352,13.946132095823453,0.7381848270869837,0.023332284986281582,0.07673838647511842,shallow
dr_0050,shallow_0050,0.15,2.3529242452839165,2.2029242452839166,2.9268781385109466,6.115993762838209,0.7864670338419291,0.0689432331490288,0.11913002605075082,1,0,0.9628419647854526,-0.03786598783128352,8.296527821828795,1.4107354061086226,0.028958347939908778,-0.03890910969044416,shallow
dr_0051,shallow_0051,0.15,1.6254009247187395,1.4754009247187396,1.447875628108274,2.468377270989862,0.39241153874334994,0.5526424087334301,0.3194003215283616,0,0,1.0884712423088034,0.08477418178333695,15.96344637027416,1.4711235710392045,0.025451364514296696,0.07768297623942802,shallow
dr_0052,shallow_0052,0.15,1.4160088416752343,1.2660088416752344,1.7896907766409984,3.1891658394472464,0.5036771035277364,0.5919119755171659,0.6137778897146003,0,0,1.2309785206709805,0.2078093983668861,11.084460237731374,1.850670045235737,0.02047714461715024,-0.0011386593607786465,shallow
dr_0053,shallow_0053,0.15,1.247905822570933,1.097905822570933,3.436391649199829,9.346612041090863,0.9706542163807217,0.1258097779884645,0.038054106125805835,0,1,0.8925272001328909,-0.11369828945336355,10.429378712017778,1.4137142218669139,0.03878184584969148,0.028117405066195863,shallow
dr_0054,shallow_0054,0.15,1.126434151851418,0.976434151851418,1.0974863884392598,1.7492547096631068,0.24285305187269923,0.04718656074452184,0.43000351924485253,1,0,1.0755283626266263,0.07281204095079828,9.10912102847085,1.8844068620658314,0.05063283228470941,0.047013465458783425,shallow
dr_0055,shallow_0055,0.15,1.1926133634571878,1.042613363457188,1.4117379389665372,1.6270406097639616,0.211398392750196,0.15619817491636667,0.14000989538488776,0,0,1.1880410355173243,0.1723057620251525,10.560737514772914,1.9002781003335065,0.06009115720676095,-0.07135428425698993,shallow
dr_0056,shallow_0056,0.15,2.8207917520332475,2.6707917520332476,0.9125536068239696,2.609621062783666,0.4165774489896571,0.6031047069870801,0.6705078480402555,0,0,1.3422038356046924,0.29431291643773416,11.591336376798726,1.162798202254003,0.04575258550405849,-0.027427085178495004,shallow
dr_0057,shallow_0057,0.15,1.7196531123813124,1.5696531123813124,2.5709489059866706,3.720824786711234,0.5706392196167847,0.22046210189009693,0.29136418252805796,0,0,1.0731015570072149,0.07055310689315455,14.412587754075027,0.6534126745773133,0.061797114269940806,0.04720259229043617,shallow
dr_0058,shallow_0058,0.24851225541895428,2.7353735296232724,2.486861274204318,2.8517759958914484,4.580162062600399,0.6608808451758914,0.029536219132466193,0.6730443506173315,1,0,0.8615001955876259,-0.14907999598269167,10.223220206534544,0.9257785393520122,0.05193893791383457,0.0430425895590276,shallow
dr_0059,shallow_0059,0.15,1.964721962833757,1.8147219628337572,2.2599156545505754,4.843145021225083,0.6851274735839852,0.13145879867176583,0.04553832284296,1,0,1.0614792030371965,0.05966340991761855,9.501540417654498,1.4987410090392812,0.04759964377161038,0.04546920032616692,shallow
dr_0060,shallow_0060,0.15,2.3834606469586452,2.2334606469586453,1.3384572420330345,2.8325592158928163,0.4521789977469707,0.22924982063898133,0.33140991423001853,0,1,1.5128207294888756,0.4139759409975229,6.591651441643602,0.9728746179360193,0.02462734927456118,-0.0197945559373431,shallow
dr_0061,shallow_0061,0.9003997199072828,2.350015472330866,1.449615752423583,2.9343923791404634,2.526614121120191,0.40253891906087047,0.10030861853873276,0.36232606374509574,0,0,0.792806365005498,-0.23217626748509326,12.609147548025778,0.49036775263630294,0.04501583822766786,0.01819095035627161,shallow
dr_0062,shallow_0062,0.15,1.1924130954799934,1.0424130954799935,1.4765603268852567,6.795309051389076,0.8322092132775932,0.18498673978182917,0.6487324820159466,0,0,1.1443617547558884,0.13484706216306508,13.624392598054817,1.2433677795367444,0.03623342022760403,-0.10291794584466242,shallow
dr_0063,shallow_0063,0.15,1.611875034002101,1.4618750340021012,1.8047706785785853,6.3530064410484535,0.80297929564856,0.03822015927093208,0.45683759486939496,0,0,0.7163545548761044,-0.3335800462123467,8.815927167454076,1.2991248545355196,0.033771054328306835,-0.060033489332760315,shallow
dr_0064,shallow_0064,0.15,1.1430077971459291,0.9930077971459291,0.9708181875967656,5.2296268095455645,0.718470698362913,0.13634171599159745,0.4009622806306393,0,0,1.26495784162198,0.2350387948430905,8.121736869682362,1.0653547697771357,0.02724318717590042,-0.1096608730443157,shallow
dr_0065,shallow_0065,0.15,1.4175048812621327,1.2675048812621328,2.404805670494508,4.3300053898689495,0.6364884369512606,0.7338618031472023,0.23703128484557398,0,0,1.3558902533795867,0.30445825215701344,8.53558209283716,2.175846732454047,0.020338621534591365,-0.024640200521927048,shallow
dr_0066,shallow_0066,0.15,1.3237787431492198,1.17377874314922,2.4409913262393443,1.4862229163192282,0.17208395348021727,0.25737743299313015,0.4226852143631236,0,0,1.0002116002028576,0.00021157781869228924,10.24383542476061,1.1755410677941147,0.0453492033410642,0.009329140056152565,shallow
dr_0067,shallow_0067,0.15,2.480413764833038,2.3304137648330383,2.242886232291675,2.0335884917550158,0.3082630755085979,0.6187264722859066,0.1419063973027593,0,1,1.0077808447931198,0.007750730131076695,12.666340354401198,1.4606661271211423,0.026121091174302054,0.014635300573829921,shallow
dr_0068,shallow_0068,0.15,2.09867124856856,1.94867124856856,3.700252456943024,2.9851545722921182,0.47496682395968876,0.2253151753319433,0.11660844383463234,1,0,0.8226498068008334,-0.19522467699927956,10.718744793484321,1.1602524767992655,0.011346105893264676,-0.011010025427685475,shallow
dr_0069,shallow_0069,0.15,2.121878148262599,1.9718781482625989,3.7499917922357793,1.6924725447006281,0.2285216322867366,0.11345413495160946,0.13551015112862555,0,1,0.9722310104528327,-0.028161837684637155,8.289519312388224,0.47351571159055694,0.01209150814656981,0.009826218698201309,shallow
dr_0070,shallow_0070,0.15,1.8509865293090286,1.7009865293090287,3.4433659795946543,3.2510886258766,0.5120288086854636,0.5342766825790295,0.009259130442456177,0,0,0.9034790703872276,-0.10150233425720723,2.965475063771704,0.7756904543918641,0.050062789571377456,0.08976197826386663,shallow
dr_0071,shallow_0071,0.15,2.157539435334778,2.007539435334778,3.769546046941358,3.1183439900055934,0.49392402128292423,0.49367546253180616,0.3166307311417996,0,0,0.8126060240572986,-0.2075088821440292,12.201266072450414,0.8224275097779318,0.020461272960845565,-0.0017425516535259883,shallow
dr_0072,shallow_0072,1.2762333816429718,2.716337178150752,1.4401037965077803,3.6806838224400167,3.141489740831109,0.49713564577797636,0.5094533846693823,0.22879161199970832,0,0,1.2262688539672613,0.2039761070838334,7.301109573012464,1.2098413226470675,0.031701150378406893,-0.008655302110653617,shallow
dr_0073,shallow_0073,0.15,2.1391436573681837,1.9891436573681838,2.8662971792499135,2.298458837519801,0.36143673049307856,0.09431977187156586,0.21554449974836537,1,0,0.6274739316486146,-0.4660531520285991,7.495693586556726,1.015384677089577,0.015038717507930347,-0.04207101473335066,shallow
dr_0074,shallow_0074,0.15,2.4500565343448226,2.3000565343448227,3.704289349792834,2.4339843592305392,0.3863177831291758,0.2623360916053207,0.029898217039868263,0,1,1.310604273679383,0.27048830847509453,11.403281531855388,0.9896103581252609,0.03231167358984681,0.02003889653849988,shallow
dr_0075,shallow_0075,0.15,1.130155586773264,0.980155586773264,3.003830825678147,7.589541675687597,0.8802155501076256,0.152139545292942,0.23508085952070437,1,0,0.9094442686115245,-0.09492155985416358,4.814478335642777,0.9706802884272477,0.05020513543270115,0.02058881359291834,shallow
dr_0076,shallow_0076,0.15,1.7622112686958222,1.6122112686958223,2.3994943719793858,5.38145856715307,0.730900000910786,0.2666488740445906,0.1245303936362331,0,0,0.9391437285263281,-0.06278674596395993,9.825292410964968,1.171059975370008,0.04432191649551427,0.04651257778053087,shallow
dr_0077,shallow_0077,0.15,2.324511715479215,2.1745117154792153,2.112992816675747,3.2497897463781147,0.5118552640737806,0.6746962701294318,0.10099337187157512,0,0,0.7061689966246657,-0.34790069814418706,8.791079648139114,0.7615291026452424,0.0308231800740175,0.11397983386187012,shallow
dr_0078,shallow_0078,0.38454142248523837,2.485182312610098,2.1006408901248594,1.718724639677049,1.3222615931511603,0.12131738345771126,0.4040246608075599,0.2859034629524886,0,0,0.8176127273243881,-0.2013664929655152,7.121596338005503,2.118705873095959,0.03679745619284178,0.01537378910265842,shallow
dr_0079,shallow_0079,0.15,2.2722582958506337,2.1222582958506337,1.1060996067564877,7.1707457288637695,0.8555643229048387,0.22413244504416396,0.42506607218870174,0,0,0.938553041677788,-0.06341590704832493,10.991111905125539,0.5470698742698583,0.04394672116749978,0.012201989984648725,shallow
dr_0080,shallow_0080,0.15,1.4752005051685078,1.3252005051685078,1.012330561079659,1.3951738117778794,0.14462831570553625,0.39032412311283715,0.059820844889175766,0,0,1.1239852361530194,0.11688061629005467,16.392071659236308,1.141194364458962,0.0430186738234638,-0.05535580841493012,shallow
dr_0081,shallow_0081,0.15,1.4168127011917462,1.2668127011917463,3.420190447304497,5.669449397132832,0.7535408833376843,0.2768172324749359,0.31609153628002595,0,0,1.174038176904371,0.16044923953508167,8.750385959452059,0.6325028639466608,0.05388563771789425,0.04363154717938563,shallow
dr_0082,shallow_0082,0.15,2.484471348967711,2.334471348967711,3.5515256989965445,3.414507791922109,0.533328108117512,0.08213564855564834,0.1323689508226908,1,0,0.7058770715190062,-0.34831417631094735,8.749359995394535,1.2644520124579544,0.038172741895306464,-0.01993080055653182,shallow
dr_0083,shallow_0083,0.15,1.283921348857161,1.1339213488571611,3.606728678101943,1.9147581364500892,0.2821139236629138,0.470174335151265,0.42367061191969374,0,0,0.7667808265852961,-0.2655542725764513,8.848397753326966,1.3282783928268245,0.03240383241569233,0.03865872299633188,shallow
dr_0084,shallow_0084,0.15,1.3646894140470538,1.2146894140470539,2.618925031919105,7.580911453248519,0.8797214240119369,0.6175330874470512,0.24847883566378762,0,1,1.1181323939951846,0.11165978811101937,7.357070865862397,1.7956163511565784,0.03882796266092488,-0.0009428308128966807,shallow
dr_0085,shallow_0085,0.15,2.600847595995182,2.450847595995182,2.0485102736158165,3.4747928776786416,0.5409289226636628,0.1808180519452684,0.6028260298302258,0,0,0.9148844654447792,-0.0889574889524644,9.478653395678416,0.9783402773987164,0.029785840283229437,0.02827610036465658,shallow
dr_0086,shallow_0086,0.15,2.4688133098981595,2.3188133098981596,2.7893480170792047,3.4962579140090857,0.5436034624347387,0.49448639580166487,0.5652184401369925,0,0,0.9061371240804159,-0.09856463330944047,16.50134043017218,1.5323091156920257,0.03816206294419055,-0.019377798600761255,shallow
dr_0087,shallow_0087,0.15,2.4734443937203308,2.323444393720331,1.637578457419086,3.2756219561605384,0.5152937734829834,0.6083948943468939,0.06481623237015749,0,0,1.012827433669783,0.01274585899766639,15.376227955707765,1.1933208814615948,0.05781314637294674,0.027262631602763505,shallow
dr_0088,shallow_0088,0.15,1.3629220699383957,1.2129220699383958,3.363841117147219,12.486733317794863,1.096448836483459,0.04801102011684945,0.34931988867149544,0,0,0.8406506090812857,-0.1735791523213465,13.378307204557053,1.4889109730590868,0.03974933534280902,0.01507862109131502,shallow
dr_0089,shallow_0089,0.15,2.8412494315825723,2.6912494315825723,1.9450662619577987,1.6993510125305047,0.23028309461945345,0.24447437833740523,0.3204465471482869,0,1,1.0299662965227072,0.029526079883559465,12.68206303860318,1.6276379165108046,0.02243859574146635,0.025807537793735572,shallow
dr_0090,shallow_0090,0.15,1.2568288082383183,1.1068288082383184,1.1943849022520585,4.7991577784667205,0.6811650281551903,0.3738474505000217,0.051044235459306884,0,1,0.8755883166973955,-0.13285925661866396,9.733276664375559,1.1992596466924985,0.007494516861212202,-0.08113490232456981,shallow
dr_0091,shallow_0091,0.15,1.3021984575125911,1.1521984575125912,2.2747609042295682,11.221336212225781,1.050044574838497,0.4832348938407264,0.21694278251939686,1,0,1.0131669337359253,0.01308100313704016,9.509071534865157,1.0264384738324905,0.044002198062047776,-0.05163666712764973,shallow
dr_0092,shallow_0092,0.15,1.3380603286312716,1.1880603286312716,3.260077409523138,4.176663768981895,0.6208295149698723,0.407920125960774,0.3632330002757395,0,0,1.27279714307189,0.24121695343795466,8.817404281103903,1.5396189317418942,0.035058719237657215,0.11951256628257056,shallow
dr_0093,shallow_0093,0.15,2.2112193883636992,2.0612193883636993,2.8753222620642656,2.5149088508367403,0.40052224931401953,0.08901538819755889,0.31125345087829037,0,1,1.0455100831758888,0.044504884197661874,5.927202784185938,1.4525565072590423,0.07305588597432747,0.0011333160072086639,shallow
dr_0094,shallow_0094,0.15,2.4236562709423897,2.2736562709423898,2.3533212546722972,2.8697729199155635,0.4578475331349272,0.14945318662806198,0.2318401039310178,0,1,1.1141752920097585,0.10811448281548977,13.823631023658983,1.1701234395251285,0.04162178694010758,0.06417662328964623,shallow
dr_0095,shallow_0095,0.6571448856751081,2.2915817297517695,1.6344368440766615,2.4275411129330475,1.7505009569413652,0.243162352515642,0.3351576205700863,0.13069794522602568,0,0,1.3346788402202936,0.28869069378744394,4.874113925904995,1.6405613059894801,0.04724877095729255,-0.0116294179514073,shallow
dr_0096,shallow_0096,0.15,1.7603662802051052,1.6103662802051053,2.863266307887739,2.61359009165269,0.41723747502235564,0.27409801467229045,0.16250208460681204,0,1,0.909430853390979,-0.09493631097191052,5.1401274048132874,1.7833127461053357,0.01764900957571968,-0.017513247928645236,shallow
